,date,total_cases,new_cases,total_deaths,new_deaths,new_tests_smoothed,stringency_index,reproduction_rate,positive_rate,month,year
26134,2020-05-13,0.40282834825844366,0.2663777523697474,0.4747551802742183,0.5354295450884252,0.10170529151623531,0.8505535937125468,0.0370415584280126,0.35818016456646984,May2020,2020
26135,2020-05-14,0.40312655750102805,0.19787878615741233,0.4752177480982281,0.39492890260016955,0.10971274107372264,0.8505535937125468,0.0370415584280126,0.26464999593865046,May2020,2020
26136,2020-05-15,0.4037177698904938,0.24876370855300842,0.4754788016358483,0.36242978985193525,0.11763537056961026,0.8505535937125468,0.04424240380828359,0.3309525156338678,May2020,2020
26137,2020-05-16,0.4041231952322816,0.2195468235543199,0.47630025240375684,0.4348061808420819,0.12546709379297805,0.8282757706792598,0.051377784693124706,0.290569482976105,May2020,2020
26138,2020-05-17,0.4046041377678844,0.23257681925029186,0.47677978985566344,0.3976099637101659,0.1332267101932343,0.8282757706792598,0.05844916897595098,0.30624267779231373,May2020,2020
26139,2020-05-18,0.40474578984846143,0.15482051273069194,0.47759677525360134,0.4348061808420819,0.12051395454353142,0.8282757706792598,0.05844916897595098,0.20557801387575347,May2020,2020
26140,2020-05-19,0.4056982426353874,0.2924733006768357,0.4791433692038939,0.48920589388364444,0.10759147297047988,0.813076397931684,0.07929325650449215,0.3917194658167513,May2020,2020
26141,2020-05-20,0.4062357900508172,0.24199123739421552,0.48038529166269245,0.4698329765083317,0.09443280970643753,0.813076397931684,0.07240556198242665,0.32698746112165844,May2020,2020
26142,2020-05-21,0.4066586572229252,0.22356212288648142,0.481542567467488,0.4641543653231401,0.08104481548375664,0.813076397931684,0.07240556198242665,0.3048417103045654,May2020,2020
26143,2020-05-22,0.4071891050099695,0.2412928461011456,0.482031264895777,0.4002175477803085,0.06739896572016746,0.813076397931684,0.06545797258554997,0.33210736367611854,May2020,2020
26144,2020-05-23,0.40740121174196847,0.17787205916246082,0.4826748321018354,0.41892502712645957,0.053501133624936914,0.813076397931684,0.06545797258554997,0.24718036088879394,May2020,2020
26145,2020-05-24,0.40766373904840175,0.19104986747362904,0.4831029253037087,0.3921689587164106,0.039320343740279595,0.813076397931684,0.06545797258554997,0.26813394833361437,May2020,2020
26146,2020-05-25,0.4078722958198703,0.17700858896633404,0.48360787747261197,0.4027564911375957,0.04907841645501643,0.813076397931684,0.06545797258554997,0.24673839366513967,May2020,2020
26147,2020-05-26,0.40833160820771414,0.2304208577001497,0.48482706215484006,0.4698329765083317,0.05870557853862168,0.813076397931684,0.07929325650449215,0.31905160259587395,May2020,2020
26148,2020-05-27,0.4085792154111577,0.18763753061165833,0.4859056576166391,0.45972461095834094,0.0682061341851623,0.813076397931684,0.07929325650449215,0.25811466535398786,May2020,2020
26149,2020-05-28,0.40909183337522737,0.23929178891029995,0.4867114727870797,0.43664114879619853,0.07757531640260384,0.813076397931684,0.08612233057299146,0.3270635183017326,May2020,2020
26150,2020-05-29,0.4096442293495482,0.24553698136296043,0.4873618504698633,0.42104161800286843,0.08683480988670156,0.813076397931684,0.08612233057299146,0.33348989986239974,May2020,2020
26151,2020-05-30,0.4098470156043656,0.17591726289695858,0.48785802937438955,0.4027564911375957,0.09597933424004057,0.813076397931684,0.07929325650449215,0.2374578560134254,May2020,2020
26152,2020-05-31,0.4100147159075337,0.16517163329233006,0.4880485989364958,0.3494375955790808,0.1050123930848732,0.813076397931684,0.07929325650449215,0.22160259801789664,May2020,2020
26153,2020-06-01,0.41015423694818615,0.15538555610674495,0.48833417454229133,0.3700098271394397,0.09348082653427991,0.813076397931684,0.07929325650449215,0.21009776008022968,June2020,2020
26154,2020-06-02,0.4103701590076706,0.17978480860563062,0.4884863450579769,0.3392474202671809,0.08176666568804558,0.813076397931684,0.09289401576866019,0.2450279073001078,June2020,2020
26155,2020-06-03,0.4105533282646714,0.17024583429803028,0.4892268222275632,0.43104472628248536,0.06986250607115863,0.813076397931684,0.09960950278725922,0.23392420111395115,June2020,2020
26156,2020-06-04,0.4108187143791856,0.19271125405994172,0.48985163366290085,0.41892502712645957,0.05776954443303772,0.813076397931684,0.11943010644912411,0.2670100742571263,June2020,2020
26157,2020-06-05,0.41115996974729824,0.20966093441149153,0.49028616750592996,0.39492890260016955,0.04546131495753536,0.813076397931684,0.13238300136012104,0.29299199177312063,June2020,2020
26158,2020-06-06,0.41155639499590363,0.22052946309607543,0.4905691446941777,0.3700098271394397,0.032937735236508336,0.813076397931684,0.145136601155069,0.3108998486899513,June2020,2020
26159,2020-06-07,0.41178215745364594,0.1828851559543162,0.4907952916178513,0.3583449883257926,0.020189130951724366,0.813076397931684,0.145136601155069,0.2601664587172834,June2020,2020
26160,2020-06-08,0.41205200059724384,0.1941643626836007,0.4909835883144826,0.3494375955790808,0.017374782079728535,0.813076397931684,0.1514410247356901,0.2767657181657386,June2020,2020
26161,2020-06-09,0.4123500027748253,0.200786668716685,0.4917540989225298,0.4348061808420819,0.01454910148066757,0.813076397931684,0.1576983992832477,0.28678262221808065,June2020,2020
26162,2020-06-10,0.41236200406925255,0.06884060836021491,0.4920541320042408,0.3735485357113211,0.011721677021127697,0.813076397931684,0.1576983992832477,0.09852357213025145,June2020,2020
26163,2020-06-11,0.4124887258521613,0.15104288546176953,0.49242865957463205,0.3863873520889028,0.008873026484924829,0.813076397931684,0.17619678395023763,0.2166115451634604,June2020,2020
26164,2020-06-12,0.4128893829753459,0.22178012951326895,0.4926344071298266,0.3540264598003669,0.006012694697508092,0.813076397931684,0.19430151089170167,0.31870970679046695,June2020,2020
26165,2020-06-13,0.4129200560362491,0.09420327273916694,0.4928213013421979,0.3494375955790808,0.0031405611661097232,0.813076397931684,0.20616272245414402,0.13565490524214202,June2020,2020
26166,2020-06-14,0.41310773748727886,0.17233068431491144,0.49297071471440007,0.3392474202671809,0.0002565033969463837,0.813076397931684,0.2294095573492052,0.2486763980140909,June2020,2020
26167,2020-06-15,0.4132302755581941,0.1495383742450008,0.49308271533502396,0.32718035671046275,0.011614940730297452,0.813076397931684,0.257628680548335,0.2140332593348225,June2020,2020
26168,2020-06-16,0.4136556156941542,0.22651466481355498,0.49332520895432697,0.36242978985193525,0.022782174167434777,0.813076397931684,0.2849818414609586,0.3216393631805137,June2020,2020
26169,2020-06-17,0.41391785322054003,0.19289409217156628,0.4939025029572295,0.41455996140076734,0.03377514233800305,0.813076397931684,0.30628381521672643,0.27177945864320235,June2020,2020
26170,2020-06-18,0.41481903804540293,0.29135667507695195,0.4943485151674982,0.3976099637101659,0.044600488677129624,0.8432533846680901,0.32710154775351574,0.40740317567964984,June2020,2020
